cantico_id,club_id,equipo_mencionado_fuente,titulo_referencia,letra_original,contexto_cantico,referente_contextual,fuente_contexto,estado_contexto,fuente,url,fecha_consulta,fecha_publicacion,metodo_adquisicion,numero_palabras,estado_verificacion,posible_similar_a,revision_manual,observacion_revision
CAN0466,CLU017,Junior de Barranquilla,Es La Primera Barra,"Es la primera barra...
La que viene por el sentimiento.....
La del 98...
la que Ha estado en los malos momentos ......
Que digan lo que digan...
en las malas estamos en las buenas....
Esos putos esclavos..
la cancha nunca tienen llena...
El orgullo de ser hincha rojiblanco oooh ohhh ....
Es llevar el carnaval a todos lados ohhh oohh. ....
Donde juegues te prometo estar contigo....
Nunca fallarte...
Y acompañarte....
Yo a ti te sigo..
A todas partes......",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/es-la-primera-barra/,2026-09-01,,Copiado de texto público mediante extracción reproducible,76,aceptado,,No,
CAN0467,CLU017,Junior de Barranquilla,Es un problema de difícil solución,"Es un problema de difícil solución
porque eres junior mi pasión en esta vida
es el equipo que yo siempre amare
así le guste o no le guste a mi familia
o junior siempre te voy alentar
voy a seguirte a todas partes donde vayas
mi espíritu rebelde ahí estará
alentando como siempre al campeón
y muchas gracias tiburón
gracias por este campeonato
la sur te canta de corazón
no olvidaremos lo que hicieron en medallo
porque yo nací del tiburón
lo quiero ver campeón
dar la vuelta otra vez
quiero ganar esa copa libertadores
y demostrarle porque somos los mejores
porque yo te quiero de verdad
te sigo a donde vas
y a donde quieras ir
el sentimiento no se compra ni se vende
nací de junior lo seré hasta la muerte (bis)x3",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/es-un-problema-de-dificil-solucion/,2026-09-01,,Copiado de texto público mediante extracción reproducible,135,aceptado,,No,
CAN0468,CLU017,Junior de Barranquilla,Ganar la libertadores,"Una libertadores es lo que imagino
Para llegar siempre con la bandera y tomando vino
Quiero venir a alentarte todos los domingos
A donde vayas, siempre voy a estar
De visitante también de local
Todos nuestros hijos se pondrán a llorar
Ohhhhh, otra vez campeón, van a ver a papá
Los Kuervos todos de la cabeza alentando en el metro
La banda preparando la fiesta para ver al campeón
Al fin va a decir la verdad lo que dice el Heraldo
Que la banda más loca de todas es la de los Kuervos",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/ganar-la-libertadores/,2026-09-01,,Copiado de texto público mediante extracción reproducible,93,aceptado,,No,
CAN0469,CLU017,Junior de Barranquilla,"Juega el Rojiblanco, lo venimo a ver","Juega el Rojiblanco, lo venimo a ver
Dejando en la tribuna la voz y la piel
Junior la locura que me hace feliz
Te juro que por siempre te voy a seguir
Fui campeón y la vuelta yo di
En las canchas de todo el país
Somos fiesta, somos carnaval
Quiero ser campeón continental
Y vamo, vamo, vamos tiburón
La Policía no entiende esta pasión
Que llevamos en el corazón
La cancha nueva de nada sirvió
Ya te fuiste al descenso por cagón
Dónde estás, dónde estás, pobre Unión.",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/juega-el-rojiblanco-lo-venimo-a-ver/,2026-09-01,,Copiado de texto público mediante extracción reproducible,89,aceptado,,No,
CAN0470,CLU017,Junior de Barranquilla,Junior manda de verdad,"Al tiburón, Junior de Barranquilla
Lo llevo en el corazón...
Es la razón, la locura en mi vida
Más que una simple pasión...
Yo a ti te pienso cada día de la semana
Quiero volver al metro siempre en caravana
Porque no hay droga que a mí me pegue más fuerte
Que sentir tus colores, defenferlos a muerte!
Que sepan todos, Junior manda de verdad
Es el orgullo, la alegría de la ciudad
Poniendo huevos, la hinchada y los jugadores
Alzamos juntos la Copa Libertadores
Y si las malas vuelven no me importa ya
El sentimiento se hizo grande de verdad
Todos de fiesta el centenario viviremos
También la gente que te alienta desde el cielo.
Mi historia entre tus dedos - Gianluca Grignani. La Banda de los Kuervos - Los Dueños de la Fiesta.",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/junior-manda-de-verdad/,2026-09-01,,Copiado de texto público mediante extracción reproducible,133,aceptado,,No,
CAN0471,CLU017,Junior de Barranquilla,Junior nunca se vendió,"En el metropolitano siempre ahi fiesta y descontrol
Si yo traje el futbol en la costa empezo
Venir a la cancha esa es la tradicion
Verde hijo de puta con pablo no ahi duda saliste campeon
JUNIOR NUNCA SE VENDIO
Vamo vamo rojiblanco...
La banda sigue alentando...
Siempre en los malos momentos la gente no abandono
Aunque ganes aunque pierdas...
Eso me importa una mierda...",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/junior-nunca-se-vendio/,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,aceptado,,No,
CAN0472,CLU017,Junior de Barranquilla,La avalancha,"Los domingos después de almorzar
Todos nos vamos para la cancha
Llenamos la popular
Y nos mandamos en avalancha
Cuando te veo aparecer
Toda la hinchada se vuelve loca
Vamo' a cantar, vamo' a saltar
Vamo' a ganar la copa
No somos putas como los de millos
Ni gonorreas como nacional
Yo soy de JUNIOR alegre y divertido
Y vamos a matar al rojo malparido.",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/la-avalancha/,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,aceptado,,No,
CAN0473,CLU017,Junior de Barranquilla,La SUR nunca muere,"Todo aquel que piense que el FRENTE se va a acabar, tiene que saber que no es así que el Frente es una locura y siempre alienta. Todo aquel que piense que ha venido a criticar, tiene que saber que soy así, que yo soy un Barra Brava, y siempre aliento. ¡Aaaah!, hay que alentar, que la SUR es un carnaval, con aguante, bandera y trapos, ¡Ooohoooh aaaah!, hay que alentar, que la SUR es un carnaval, con aguante, bandera y trapos (bis).",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/la-sur-nunca-muere/,2026-09-01,,Copiado de texto público mediante extracción reproducible,83,aceptado,,No,
CAN0474,CLU017,Junior de Barranquilla,Mi trapo en todas las canchas,"Esta tarde estoy aaaquí porque yo muero por ti, en la SUR con las banderas me vuelvo loco 'e la cabeza, cuando llegan los domingos me da mucha alegría, porque sigues siendo JUNIOR, la locura de mi vida. Yo colgaré los trapos en toditas las canchas, para que seas local, para que seas locaaal, yo colgaré los trapos en toditas las canchas, para que seas local, para que seas locaaal (bis) “LA LEY DE SUR EN TODAS LAS CANCHAS”, “vamos, loco”.",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/mi-trapo-en-todas-las-canchas/,2026-09-01,,Copiado de texto público mediante extracción reproducible,81,aceptado,,No,
CAN0475,CLU017,Junior de Barranquilla,Orgullo de mi región,"Yo soy de la banda de Kuervos
La que alienta al tiburón
La que corre al cartagena
Y a los putos del ciclón
Junior es mi sentimiento mi pasión
El orgullo de mi región y de Colombia entera
La banda esta de fiesta
La banda esta de fiesta
Y quiere dar la vuelta",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/orgullo-de-mi-region/,2026-09-01,,Copiado de texto público mediante extracción reproducible,53,aceptado,,No,
CAN0476,CLU017,Junior de Barranquilla,Porque este amor no tiene fin,"Vuelvo a venir, vuelvo a alentaaar; porque este amor no tiene finnn. En todas partes voy a estaaar, no me separaré de ti. Bajo la luna, bajo el soool, noches y tardes sigo al TIBURÓN, de visitante o de locaaal, verte desborda el corazóóón.
Y he vuelto aquí, hoy te vengo a ver, otra vez voy a alentarte no puedes perder, somos el Frente Rojiblanco, la Banda del Tiburón. ×2 (bis)",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/porque-este-amor-no-tiene-fin/,2026-09-01,,Copiado de texto público mediante extracción reproducible,71,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/vuelvo-a-venir-vuelvo-a-alentar/
CAN0477,CLU017,Junior de Barranquilla,Preso por el Junior,"muchas veces fui preso y muchas veces por ti llore
al tiburón yo lo quiero lo llevo dentro del corazón
por eso le pido a todos lo que no entienden esta pasión
que esta banda esta loca dimos la vuelta gracias campeón
esta si es una hinchada la que te alienta de corazón
no como los comandos ni los sureños rojo cagón
vamos pongan mas huevo porque la vuelta tienes que dar
para tomar cerveza saltando siempre en la popular (bis)
Veni veni salta conmigo que aquí un amigo vas a encontrar y de la mano de los del frente todos la vuelta vamos a dar (bis)x4",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/preso-por-el-junior/,2026-09-01,,Copiado de texto público mediante extracción reproducible,108,aceptado,,No,
CAN0478,CLU017,Junior de Barranquilla,Saluden al Campeón,"Yo te imagino rojiblanco
Celebrando la libertadores
Siempre te sigo a todos lados
Vamos mi junior de mis amores
El día que la vuelta yo di
Me emborrache con todas las banderas
No paro de festejar
Somas la banda del carnaval
la alegría que yo sentí
que por tv los samarios lo vieron
yo les pido un favor
saluden todos al campeón",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/saluden-al-campeon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,62,aceptado,,No,
CAN0479,CLU017,Junior de Barranquilla,Señores yo Soy de junior nací en curramba,"Señores yo soy de junior nací en curramba
Orgullo de mi ciudad porque junior manda
Junior es un sentimiento, aguante de buen corazón
Daria toda la vida por ser campeón.
Vamos tiburón, Vamos tiburón, vamos tiburón",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/senores-yo-soy-de-junior-naci-en-curramba/,2026-09-01,,Copiado de texto público mediante extracción reproducible,36,aceptado,,No,
CAN0480,CLU017,Junior de Barranquilla,Somos de la gloriosa banda del tiburón,"Somos de la gloriosa banda del tiburón
la que no tiene traba la que correal ciclón
y a pesar de los gases los palos recibidos
yo te siguo alentando
vamos júnior querido
vamos júnior querido",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/somos-de-la-gloriosa-banda-del-tiburon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,35,aceptado,,No,
CAN0481,CLU017,Junior de Barranquilla,Somos el Frente Rojiblanco,"Soooomos el Frente Rojiblanco, pioneros del Barrismo en la ciudad, soooomos la Verdadera Hinchaaaada que nunca te abandonará. Dale, dale, TIBURÓN; pongan huevo y coraaaazón que esta Hinchada se merece ser campeón. En las buenas vamo' a estar, en las malas mucho más y en Aguante no nos podrán igualar (bis)",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/somos-el-frente-rojiblanco/,2026-09-01,,Copiado de texto público mediante extracción reproducible,51,aceptado,,No,
CAN0482,CLU017,Junior de Barranquilla,Todo el mundo sabe que estamos enfermos,"Todo el mundo sabe que estamos enfermos,
nos miran y disfrutan el carnaval del Kuervo,
llegaron todos los bombos y todas la banderas,
prendemos bengalas aunque muchos no quieran,
de junior yo me hice desde la cuna, siguiendo al rojiblanco camino a la locura...
no compro los trapos yo los se robar,
no jugué los lunes con Valledupar,
el rojo es amargo por descender, y llevan en el culo la marca de la B",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/todo-el-mundo-sabe-que-estamos-enfermos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,74,requiere revisión: similitud,CAN0465,Sí,"Similitud alta conservada: CAN0465 (secuencia=0.922, vocabulario=0.914, longitud=0.905)"
CAN0483,CLU017,Junior de Barranquilla,Vamos mi Junior querido,"Vamos papà... La banda hoy te vino a ver
Viene con toda la fiesta... Delira esta popular
Como olvidar... A los amigos que no están
Pongan mas huevos campeón... Por ellos tienes que ganar...
Vamos mi junior querido
Quiero verte primero
Somos la envidia del futbol
Y todos nos chupan los huevos
Rojiblanco yo te sigo
Quiero la vuelta en el metro
Aca en la cuna del futbol
El orgullo del pueblo costeño
Si el resultado no se nos da
De la cabeza te sigo igual
Porque tu eres mi felicidad
Como no voy a alentarte",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/vamos-mi-junior-querido/,2026-09-01,,Copiado de texto público mediante extracción reproducible,96,aceptado,,No,
CAN0484,CLU017,Junior de Barranquilla,Y yo estoy aqui borracho y loco,"no te voy a dejar te voy a acompañar
soy barranquillero mi sangre es de la costa
adrento hay un volcan que pronto va a estallar
yo voy a estar contigo
es mi situacion aguante y descontrol
prendanme un bareto bareto bien bacano
la fiesta empezo y no va a terminar
ya nadie hace daño
y yo estoy aqui borracho y loco
y mi gran pasion explota hoy hay que ganar
y yo te amare te amare por siempre
junior deja todo en la cancha que los del frente te van a alentar (BIS)",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/y-yo-estoy-aqui-borracho-y-loco/,2026-09-01,,Copiado de texto público mediante extracción reproducible,94,aceptado,,No,
CAN0485,CLU017,Junior de Barranquilla,"Ya nos conocen, la más temida","Como esta hinchada re loca no hay ninguna
Sí, Junior manda en la calle y en la tribuna
No seguimos los partidos por la radio
La Norte es la voz de aliento en el estadio
Ya nos conocen, la más temida
Somos los Kuervos de Barranquilla
Vamos Junior
Pongan huevo Rojiblanco
Yo te quiero
Vamos Junior
Pongan huevo Rojiblanco
De mi corazón",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/ya-nos-conocen-la-mas-temida/,2026-09-01,,Copiado de texto público mediante extracción reproducible,62,aceptado,,No,
CAN0486,CLU017,Junior de Barranquilla,Yo paro con una banda que está muy descontrolada,"Yo paro con una banda que está muy descontrolada
que sigue siempre al junior en las buenas y en las malas
no importa si caigo preso siempre a ti te seguiremos
el frente estará presente juegue o no acá en el metro
se lo dedicamos a unión papa y a toda la policía (X2)
CORO:
el equipo fue campeón Barranquilla festejó
te quedaste en la tribuna de amargura a reventar
date cuenta que en curramba no paramos de festeja'
le mostramos a toa' Colombia que el campeón es tu papá
soy tiburón festejo en grande
llora sureño que esta banda si es de aguante
yo soy así festejo en grande
que venga el rojo que aquí tenemos aguante (X2)
Para la hinchada amarga,
Para el puto ciclón
Suben y bajan, Suben y bajan,
Parecen ascensor (X3)
Dale alegría alegría a mi corazón
es eso lo que te pido al menos hoy
el campeonato local es mi obsesión
tendrás que dejar el alma y el corazón
yaaaaaaaaa verás
no somos como las putas de NACIONAL. (X2)
""Que comience la fiesta en la sur trapos y banderas""
Ole Ole Ole"" Ole ole ole ola
ole ole ole cada día te quiero más....
yoooooo soy del JUNIOR
es un sentimiento no puedo paraaaaarr. (X10)",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/yo-paro-con-una-banda-que-esta-muy-descontrolada/,2026-09-01,,Copiado de texto público mediante extracción reproducible,211,aceptado,,No,
CAN0487,CLU017,Junior de Barranquilla,Yo sé muy bien que pasaré la vida entera,"Yo sé muy bien que pasare la vida entera
Siempre alentando en el barrio Ciudadela
Siempre cantando vamos, vamos Tiburón
No compro trapos como el p*to del Barón
No te abandono porque yo no soy del Verde
Yo soy de Junior, lo seré hasta la muerte
No cabe duda que en la costa mando yo
Porque eres Junior, el orgullo de mi región
Vamos, vamos Tiburón
Vamos Tiburón, vamos Tiburón
Vamos, vamos Tiburón
Vamos Tiburón",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/la-banda-de-los-kuervos/letra/yo-se-muy-bien-que-pasare-la-vida-entera/,2026-09-01,,Copiado de texto público mediante extracción reproducible,75,aceptado,,No,
CAN0488,CLU017,Junior de Barranquilla,"¡Qué viva Junior!, tu papá","Mira con la fiesta viene, la temible Banda 'e JUNIOR, es el Frente Rojiblanco; el que siempre pone el descontrol. Pongan huevo, Tiburones, yo te quiero ver campeóóón y en el Metro delirando, desde niño sigo esta pasión. Yo sé que no son 90, yo sé que es toda la vidaaa y loco de la cabeza siempre te sigo a donde vayas. Tú eres lo que yo más amo, no me importa el resultado. Tú eres la alegría 'e la Costa, siempre al FRENTE, vamos Rojiblanco. Yo voy por toda Colombia, con los bombo' y las banderas, tú eres mi gran amor en todas las canchas y las carreteras... ¡Qué viva JUNIOR!, tu papá; ¡qué viva JUNIOR!, tu papá! (bis).",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/que-viva-junior-tu-papa/,2026-09-01,,Copiado de texto público mediante extracción reproducible,120,aceptado,,No,
CAN0489,CLU017,Junior de Barranquilla,¡Va a caer!,"Va a caeeer, va a caeeer, va a caeeer, va a caeeer; tendrás que salir campeón de este estadio, ¡uoooh, uoooh!, si todos ponemos huevo así lo logramos, ¡uoooh, uoooh! Este año estoy seguro, que la vuelta voy a daaar, yo sé que este campeonato aquí va a caer... (bis)",,,,,Barrabrava.net,https://barrabrava.net/junior-de-barranquilla/frente-rojiblanco-sur/letra/va-a-caer/,2026-09-01,,Copiado de texto público mediante extracción reproducible,50,aceptado,,No,
CAN0490,CLU017,Junior FC,Borracho y Loco,"Y yo estoy aquí, Borracho y loco, Y mi corazón explota, hoy hay que ganar, Y yo te amaré, te amaré por siempre, Junior deja todo en la cancha, Que los del Frente te van a alentar...",,,,,FanChants,https://www.fanchants.com/es/football-songs/junior-de-barranquilla-chants/borracho-y-loco/,2026-09-01,2012,Copiado de texto público mediante extracción reproducible,37,aceptado,,No,
CAN0491,CLU019,Millonarios,A millos yo lo voy a alentar,"A millos yo lo voy a alentar
Por ti todo lo voy a dejar
Siempre voy a todos lados
¡NO ME IMPORTA EL RESULTADO!
Yo te vengo a ver
¡FAMOSO BALLET!",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/a-millos-yo-lo-voy-a-alentar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,31,aceptado,,No,
CAN0492,CLU019,Millonarios,Blue Rain te esta alentando,"cuando sales, a la cancha millonarios
la blue rain te esta alentando
millonarios de mi amor
que esta banda, viene siempre a alentarte
que te sigue a todas partes
vamos a salir campeón!
millonarios, millonarios...
pongan huevos para ser primeros
pongan guevos para ser campeón!",,,,,Barrabrava.net,https://barrabrava.net/millonarios/blue-rain/letra/blue-rain-te-esta-alentando/,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/millonarios/blue-rain/letra/vamos-vamos-los-millos/
CAN0493,CLU019,Millonarios,Cada vez que Millos va a la cancha,"Cada vez que Millos va a la cancha
mi corazón late mucho más
porque es un Sentimiento que no es pasajero
y cada día que pasa yo te quiero más
Fumando marihuana te venimos a alentar
vamos ponga huevo y corazón
hay que salir campeón...",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/cada-vez-que-millos-va-a-la-cancha/,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,aceptado,,No,
CAN0494,CLU019,Millonarios,Cada vez que te veo en la cancha,"Cada vez que te veo en la cancha, te aliento hasta morir
Vamos los Millonarios, es mi razón de vivir
Millos es lo mas grande, es sentimiento y pasión
Yo lo llevo en la sangre, te llevo en el corazón
¡¡QUIERO SER CAMPEÓN!!",,,,,Barrabrava.net,https://barrabrava.net/millonarios/blue-rain/letra/cada-vez-que-te-veo-en-la-cancha/,2026-09-01,,Copiado de texto público mediante extracción reproducible,43,aceptado,,No,Duplicado exacto también localizado en Barrabrava.net: https://barrabrava.net/millonarios/comandos-azules/letra/cada-vez-que-te-veo-en-la-cancha/
CAN0495,CLU019,Millonarios,Cara De Gitana,"Vamos millonarios
Vamos pongan huevos
Quiero ser campeon en el nemesio
Voy a todos lados
Voy descontrolado
Millonarios yo... A ti te amo...
Que paso con esos putos que decian
Que esta banda nunca más se juntaria
Demostramos una vez mas ser hermanos
Millonarios vamos por el campeonato",,,,,Barrabrava.net,https://barrabrava.net/millonarios/blue-rain/letra/cara-de-gitana/,2026-09-01,,Copiado de texto público mediante extracción reproducible,48,aceptado,,No,
CAN0496,CLU019,Millonarios,Comando soy y millos la alegria de mi corazon,"comando soy y millos la alegria de mi corazon
es mi vida, es una pasion
mas alla de toda explicacion
a mi no me interesa en ue cancha jugues
local o visitante yo te vengo a ver
ni la muerte nos va a separar
por que desde el cielo te voy a alentar",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/comando-soy-y-millos-la-alegria-de-mi-corazon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,53,aceptado,,No,
CAN0497,CLU019,Millonarios,Con la locura y pasión,"con la locura y pasión dale embajador
queremos verte campeón dale embajador
la hinchada pide una estrella
ya queremos dar la vuelta
la vuelta vamos a dar
no para de alentar
la banda y los jugadores ya queremos festejar",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/con-la-locura-y-pasion/,2026-09-01,,Copiado de texto público mediante extracción reproducible,39,aceptado,,No,
CAN0498,CLU019,Millonarios,El Aguante Bogotano,"A millonarios yo lo sigo siempre a todos lados
A donde vayas el comando siempre va a estar
Pasan los años pasan los jugadores
Solo queda esta hinchada
La que te sigue la que nunca te va a abandonar
No me interesa si el equipo va bien no me interesa si el equipo va mal
Es el aguante bogotano que alienta hasta el final",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/el-aguante-bogotano/,2026-09-01,,Copiado de texto público mediante extracción reproducible,64,aceptado,,No,
CAN0499,CLU019,Millonarios,El comando esta presente,"El comando esta presente y no deja de alentar todos esos putos se quieren matar
Porque la bandera la pudimos sacar a MILLOS le pido, con el corazón que pongan mas huevos
Para verte campeón de nuevo a la cancha porque no me importa nada que se metan en el culo,
el derecho de admisión y aunque insulten la platea y la gente no nos quiera,
El comando esta presente y no deja de alentar...",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/el-comando-esta-presente/,2026-09-01,,Copiado de texto público mediante extracción reproducible,75,aceptado,,No,
CAN0500,CLU019,Millonarios,El hincha mas feliz,"Dale Millos, dale Millos
Dale Millos, dale Millos
Soy el hincha más feliz, cuando yo veo a Millos
Late late corazón, yo soy hincha de Millos
Borrachito quiero estar por este campeonato
Millonarios lo ganó, primeros para rato.
Millos es toda mi vida que si falta no quiero vivir
simpre te llevo en el alma y cada dia te quiero más.
Dale Millos, dale Millos
Dale Millos, dale Millos
De la barra brava soy señor, yo soy hincha de Millos
Millos sentimiento una pasión, mi corazón es Millos
Soy comando voy feliz, por este campeonato
si me tengo que morir, por Millos yo me mato
Y cantamos, bailamos, reimos, lloramos y vivimos por este campeonato
Y cantamos, bailamos, reimos comando en el alma me siento feliz",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/el-hincha-mas-feliz/,2026-09-01,,Copiado de texto público mediante extracción reproducible,126,aceptado,,No,
CAN0501,CLU019,Millonarios,En cualquier cancha,"Hoy vengo a verte,
esta es tu hinchada
En cualquier cancha
o en cualquier país.
Millos te quiero y tengo aguante
En los 90 yo te alentaréeeee
¡Cuando des la vuelta!
Haremos carnaval
Porque está tatuado mi
corazóooooooonnn
de azul y blanco.",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/en-cualquier-cancha/,2026-09-01,,Copiado de texto público mediante extracción reproducible,42,aceptado,,No,
CAN0502,CLU019,Millonarios,Gloria A Mi Pasion,"Gloria mi vida,gloria mi pasion
Millonarios querido de mi corazon
El dia que me muera me vas a escuchar
Desde el cielo te voy a elentar
Soy de la banda mas loca que hay
Que con todos los trapos va siempre alentar
No me importa la tomba todo me da igual
Solo se que te vengo aletar
Gloria mi vida,gloria mi pasion
Millonarios querido de mi corazon
El dia que me muera me vas a escuchar
Desde el cielo te voy a elentar
Soy de la banda mas loca que hay
Que con todos los trapos va siempre alentar
No me importa la tomba todo me da igual
Solo se que te vengo aletar
Gloria mi vida,gloria mi pasion
Millonarios querido de mi corazon
El dia que me muera me vas a escuchar
Desde el cielo te voy a elentar
Soy de la banda mas loca que hay
Que con todos los trapos va siempre alentar
No me importa la tomba todo me da igual
Solo se que te vengo aletar",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/gloria-a-mi-pasion/,2026-09-01,,Copiado de texto público mediante extracción reproducible,174,aceptado,,No,
CAN0503,CLU019,Millonarios,"Gloria en las calles, pasión en la tribuna","Hoy no es un día cualquiera,hoy de nuevo es carnaval
Ya esta listas las banderas los bombos no faltaran
De azul se pinta el estadio en donde quiera que este,
porque hoy juega millonarios de nuevo, te vengo a ver
Gloria en las calles pasión en las tribunas,
como esta banda en Colombia no hay ninguna
con este aguante formando un carnaval
en toda cancha te sentirás local x2...",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/gloria-en-las-calles-pasion-en-la-tribuna/,2026-09-01,,Copiado de texto público mediante extracción reproducible,70,aceptado,,No,
CAN0504,CLU019,Millonarios,Hoy me amenazaron,"Hoy me amenazaron por venir a verte
no quieren que vuelva por aquí jamas
dicen que si vuelvo encontrare la muerte
que por Millonarios me van a matar.
A mi no me asustan sureños de mierda
que siempre a la cancha custodiados van
yo soy un Comando que no teme a nada
y aunque estés perdiendo te vengo a alentar ♪♫♪",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/hoy-me-amenazaron/,2026-09-01,,Copiado de texto público mediante extracción reproducible,60,aceptado,,No,
CAN0505,CLU019,Millonarios,La Bicicleta,"Hoy vamo’a ganar
Como siempre en la cancha con tu gente
No vas a jugar
En silencio como juega el puto verde.
Somos nosotros, Los Millonarios
Toda esta gente que te sigue a todos lados
Buenas y malas, siempre alentando
estos colores yo los quiero desde que nací
y es que esta hinchada no te pide tanto
Solo que juegues con el corazón
Cantamos por ti, venimos por ti
Con tus colores me voy a morir
Solo quiero otro campeonato
acá alentamos con el corazón
Dale embajador, quiero ser campeón.
No como el rojo, que abandonaron
Va a una final y no llenan en todo el año
yo a la cancha voy siempre descontrolado
a donde vayas te voy a seguir.",,,,,Barrabrava.net,https://barrabrava.net/millonarios/blue-rain/letra/la-bicicleta/,2026-09-01,,Copiado de texto público mediante extracción reproducible,121,aceptado,,No,
CAN0506,CLU019,Millonarios,La Fiesta Monumental,"Si tu eres campeon otra vez
Si me dieras una estrella otra vez
La alegria de este dia
A mi alma llegaria
Al verte de nuevo en la cancha campeon
Si el equipo nos da otro campeonato
La fiesta seria monumental por que a las afueras del nemesio
Los comandos armariamos carnaval (bis)
Si la guardia llora otra vez
Si la guarderia se caga otra vez
Sera por que millonarios de la mano de los comandos
Saca corriendo de aqui al santa fe (bis 2)",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/la-fiesta-monumental/,2026-09-01,,Copiado de texto público mediante extracción reproducible,85,aceptado,,No,
CAN0507,CLU019,Millonarios,La guardería se cago!!!!,"Se cago se cago, la guarderia se cago
Escuchen todos se cago
La guarderia se cago
Santafeñero
Yo no me olvido
Como corriste
Ese domingo
Por que haya en soacha
Tu te cagaste
Y con los paisas tu te juntaste...",,,,,Barrabrava.net,https://barrabrava.net/millonarios/comandos-azules/letra/la-guarderia-se-cago/,2026-09-01,,Copiado de texto público mediante extracción reproducible,40,aceptado,,No,
